t 1 2 3 4 jF0004 jxH0402 jyH0402 jV0300 erroc errol erro dt rep
2.1010000000e+00 2.43174 3.19166 3.19166 2.43174 1.67182 1.67182 -0.075992 -0.683928 -12 -12 -12 -2 0
2.1110000000e+00 2.50469 3.28741 3.28741 2.50469 1.72198 1.72198 -0.0782716 -0.704444 -12 -12 -12 -2 0
2.1210000000e+00 2.58207 3.38897 3.38897 2.58207 1.77517 1.77517 -0.0806897 -0.726207 -12 -12 -12 -2 0
2.1310000000e+00 2.66353 3.49588 3.49588 2.66353 1.83118 1.83118 -0.0832353 -0.749118 -12 -12 -12 -2 0
2.1410000000e+00 2.74871 3.60768 3.60768 2.74871 1.88974 1.88974 -0.0858971 -0.773074 -12 -12 -12 -2 0
2.1510000000e+00 2.83723 3.72386 3.72386 2.83723 1.95059 1.95059 -0.0886634 -0.79797 -12 -12 -12 -2 0
2.1610000000e+00 2.92871 3.84393 3.84393 2.92871 2.01349 2.01349 -0.0915222 -0.8237 -12 -12 -12 -2 0
2.1710000000e+00 3.02276 3.96738 3.96738 3.02276 2.07815 2.07815 -0.0944614 -0.850153 -12 -12 -12 -2 0
2.1810000000e+00 3.11899 4.09368 4.09368 3.11899 2.14431 2.14431 -0.0974685 -0.877216 -12 -12 -12 -2 0
2.1910000000e+00 3.21699 4.2223 4.2223 3.21699 2.21168 2.21168 -0.100531 -0.904778 -12 -12 -12 -2 0
2.2010000000e+00 3.31635 4.35271 4.35271 3.31635 2.27999 2.27999 -0.103636 -0.932725 -12 -12 -12 -2 0
2.2110000000e+00 3.41668 4.48439 4.48439 3.41668 2.34897 2.34897 -0.106771 -0.960941 -12 -12 -12 -2 0
2.2210000000e+00 3.51756 4.61679 4.61679 3.51756 2.41832 2.41832 -0.109924 -0.989313 -12 -12 -12 -2 0
2.2310000000e+00 3.61859 4.7494 4.7494 3.61859 2.48778 2.48778 -0.113081 -1.01773 -12 -12 -12 -2 0
2.2410000000e+00 3.71936 4.88167 4.88167 3.71936 2.55706 2.55706 -0.11623 -1.04607 -12 -12 -12 -2 0
2.2510000000e+00 3.8195 5.01309 5.01309 3.8195 2.6259 2.6259 -0.119359 -1.07423 -12 -12 -12 -2 0
2.2610000000e+00 3.91859 5.14315 5.14315 3.91859 2.69403 2.69403 -0.122456 -1.1021 -12 -12 -12 -2 0
2.2710000000e+00 4.01627 5.27136 5.27136 4.01627 2.76119 2.76119 -0.125508 -1.12958 -12 -12 -12 -2 0
2.2810000000e+00 4.11216 5.39721 5.39721 4.11216 2.82711 2.82711 -0.128505 -1.15655 -12 -12 -12 -2 0
2.2910000000e+00 4.2059 5.52025 5.52025 4.2059 2.89156 2.89156 -0.131434 -1.18291 -12 -12 -12 -2 0
2.3010000000e+00 4.29714 5.64 5.64 4.29714 2.95429 2.95429 -0.134286 -1.20857 -12 -12 -12 -2 0
2.3110000000e+00 4.38555 5.75603 5.75603 4.38555 3.01506 3.01506 -0.137048 -1.23344 -12 -12 -12 -2 0
2.3210000000e+00 4.4708 5.86792 5.86792 4.4708 3.07367 3.07367 -0.139712 -1.25741 -12 -12 -12 -2 0
2.3310000000e+00 4.55259 5.97527 5.97527 4.55259 3.1299 3.1299 -0.142268 -1.28042 -12 -12 -12 -2 0
2.3410000000e+00 4.63063 6.0777 6.0777 4.63063 3.18356 3.18356 -0.144707 -1.30236 -12 -12 -12 -2 0
2.3510000000e+00 4.70464 6.17484 6.17484 4.70464 3.23444 3.23444 -0.14702 -1.32318 -12 -12 -12 -2 0
2.3610000000e+00 4.77439 6.26638 6.26638 4.77439 3.28239 3.28239 -0.1492 -1.3428 -12 -12 -12 -2 0
2.3710000000e+00 4.83962 6.35201 6.35201 4.83962 3.32724 3.32724 -0.151238 -1.36114 -12 -12 -12 -2 0
2.3810000000e+00 4.90014 6.43143 6.43143 4.90014 3.36885 3.36885 -0.153129 -1.37816 -12 -12 -12 -2 0
2.3910000000e+00 4.95574 6.50442 6.50442 4.95574 3.40707 3.40707 -0.154867 -1.3938 -12 -12 -12 -2 0
2.4010000000e+00 5.00627 6.57073 6.57073 5.00627 3.44181 3.44181 -0.156446 -1.40801 -12 -12 -12 -2 0
2.4110000000e+00 5.05156 6.63017 6.63017 5.05156 3.47295 3.47295 -0.157861 -1.42075 -12 -12 -12 -2 0
2.4210000000e+00 5.09149 6.68258 6.68258 5.09149 3.5004 3.5004 -0.159109 -1.43198 -12 -12 -12 -2 0
2.4310000000e+00 5.12596 6.72782 6.72782 5.12596 3.52409 3.52409 -0.160186 -1.44168 -12 -12 -12 -2 0
2.4410000000e+00 5.15488 6.76578 6.76578 5.15488 3.54398 3.54398 -0.16109 -1.44981 -12 -12 -12 -2 0
2.4510000000e+00 5.1782 6.79638 6.79638 5.1782 3.56001 3.56001 -0.161819 -1.45637 -12 -12 -12 -2 0
2.4610000000e+00 5.19588 6.81959 6.81959 5.19588 3.57216 3.57216 -0.162371 -1.46134 -12 -12 -12 -2 0
2.4710000000e+00 5.2079 6.83537 6.83537 5.2079 3.58043 3.58043 -0.162747 -1.46472 -12 -12 -12 -2 0
2.4810000000e+00 5.21428 6.84374 6.84374 5.21428 3.58482 3.58482 -0.162946 -1.46652 -12 -12 -12 -2 0
2.4910000000e+00 5.21504 6.84474 6.84474 5.21504 3.58534 3.58534 -0.16297 -1.46673 -12 -12 -12 -2 0
2.5010000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5110000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5210000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5310000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5410000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5510000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5610000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5710000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5810000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.5910000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6010000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6110000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6210000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6310000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6410000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6510000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6610000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6710000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6810000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.6910000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7010000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7110000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7210000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7310000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7410000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7510000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7610000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7710000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7810000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.7910000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8010000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8110000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8210000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8310000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8410000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8510000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8610000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8710000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8810000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.8910000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9010000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9110000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9210000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9310000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9410000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9510000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9610000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9710000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9810000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
2.9910000000e+00 5.21097 6.8394 6.8394 5.21097 3.58254 3.58254 -0.162843 -1.46559 -12 -12 -12 -2 0
